taxon,tvk,start_day,start_month,end_day,end_month,stage
Cymolomia hartigiana,NHMSYS0021143186,1,6,31,8,mature
Cynaeda dentalis,NHMSYS0020470266,1,6,31,10,mature
Dahlica inconspicuella,NHMSYS0000502085,1,3,31,5,mature
Dahlica lichenella,NHMSYS0000502086,1,4,31,5,mature
Dahlica triquetrella,NHMSYS0021142190,1,3,30,4,mature
Daphnis nerii,NBNSYS0000006073,21,8,21,11,mature
Dasycera oliviella,NHMSYS0021142551,1,6,31,7,mature
Dasypolia templi,NBNSYS0000006322,21,5,21,8,mature
Dasystoma salicella,NHMSYS0000502102,1,3,30,4,mature
Deilephila elpenor,NBNSYS0000006077,7,5,31,8,mature
Deilephila porcellus,NBNSYS0000006078,1,5,7,8,mature
Deileptenia ribeata,NBNSYS0000006032,1,6,30,9,mature
Delplanqueia dilutella,NHMSYS0021143635,1,6,31,8,mature
Delplanqueia inscriptella,NHMSYS0021162645,1,6,31,8,mature
Deltote bankiana,NBNSYS0000006519,1,6,31,7,mature
Deltote deceptoria,NBNSYS0000006517,1,5,30,6,mature
Deltote pygarga,NHMSYS0021144484,1,4,15,8,mature
Deltote uncula,NBNSYS0000006518,1,4,7,9,mature
Dendrolimus pini,NBNSYS0000005711,15,6,15,10,mature
Denisia albimaculea,NBNSYS0100002770,1,5,30,6,mature
Denisia augustella,NBNSYS0100002771,15,4,21,6,mature
Denisia similella,NBNSYS0100002772,1,6,31,8,mature
Denisia subaquilea,NBNSYS0100002773,21,5,31,7,mature
Denticucullus pygmina,NHMSYS0021144641,15,6,31,10,mature
Depressaria albipunctella,NHMSYS0021142601,1,6,31,7,mature
Depressaria badiella,NHMSYS0000502114,15,6,21,10,mature
Depressaria chaerophylli,NHMSYS0000502116,1,6,21,7,mature
Depressaria daucella,NHMSYS0021142599,1,6,30,6,mature
Depressaria depressana,NHMSYS0000502119,1,5,31,8,mature
Depressaria discipunctella,NHMSYS0000502121,1,5,31,8,mature
Depressaria douglasella,NHMSYS0000502122,1,7,30,9,mature
Depressaria olerella,NHMSYS0000502125,1,5,31,7,mature
Depressaria pimpinellae,NHMSYS0000502127,1,6,31,8,mature
Depressaria pulcherrimella,NBNSYS0100002775,21,6,30,9,mature
Depressaria radiella,NHMSYS0021126889,1,7,21,7,mature
Depressaria silesiaca,NHMSYS0000502128,1,5,31,7,mature
Depressaria sordidatella,NHMSYS0000502129,1,7,7,9,mature
Depressaria ultimella,NHMSYS0000502130,1,6,31,7,mature
Diachrysia chrysitis,NBNSYS0000006539,1,5,31,10,mature
Diachrysia chryson,NHMSYS0021144472,15,6,15,8,mature
Diacrisia sannio,NBNSYS0000006145,15,5,7,9,mature
Dialectica imperialella,NBNSYS0100002788,1,5,30,6,mature
Dialectica scalariella,NHMSYS0001703652,27,9,27,9,mature
Diaphora mendica,NBNSYS0000006149,21,3,21,7,mature
Diarsia brunnea,NHMSYS0021144907,21,5,7,9,mature
Diarsia dahlii,NHMSYS0021144906,1,7,30,9,mature
Diarsia florida,NBNSYS0000006215,1,6,15,8,mature
Diarsia mendica,NHMSYS0000519388,7,5,21,9,mature
Diarsia mendica mendica,NHMSYS0021144908,7,5,21,9,mature
Diarsia mendica orkneyensis,NHMSYS0021144913,7,5,21,9,mature
Diarsia mendica thulei,NHMSYS0021144912,7,5,21,9,mature
Diarsia rubi,NBNSYS0000006214,1,5,31,10,mature
Diasemia reticularis,NBNSYS0000146002,1,5,31,10,mature
Diasemiopsis ramburialis,NHMSYS0000502147,1,3,30,9,mature
Dicallomera fascelina,NBNSYS0000006113,1,6,21,8,mature
Dichagyris flammatra,NHMSYS0021144883,1,5,30,9,mature
Dichelia histrionana,NHMSYS0021143029,21,5,21,8,mature
Dichomeris acuminatus,NHMSYS0021168887,1,3,31,10,mature
Dichomeris alacella,NBNSYS0100002796,1,7,15,8,mature
Dichomeris derasella,NBNSYS0100002797,1,5,30,6,mature
Dichomeris juniperella,NHMSYS0000502153,15,6,31,7,mature
Dichomeris marginella,NHMSYS0000502154,7,6,31,8,mature
Dichomeris ustalella,NHMSYS0000502155,21,5,30,6,mature
Dichonioxa tenebrosa,NHMSYS0021144763,15,9,31,10,mature
Dichrorampha acuminatana,NHMSYS0000502158,1,5,30,9,mature
Dichrorampha aeratana,NHMSYS0000502159,1,5,30,6,mature
Dichrorampha alpinana,NHMSYS0000502160,15,5,15,8,mature
Dichrorampha consortana,NHMSYS0000502161,1,7,31,8,mature
Dichrorampha flavidorsana,NHMSYS0000502162,15,6,31,8,mature
Dichrorampha montanana,NHMSYS0021143343,21,5,31,8,mature
Dichrorampha petiverella,NHMSYS0000502165,21,5,31,8,mature
Dichrorampha plumbagana,NHMSYS0000502166,21,4,31,7,mature
Dichrorampha plumbana,NHMSYS0000502167,1,5,7,7,mature
Dichrorampha sedatana,NHMSYS0000502168,21,4,31,7,mature
Dichrorampha senectana,NHMSYS0000502169,1,6,7,7,mature
Dichrorampha sequana,NHMSYS0021143336,1,5,30,6,mature
Dichrorampha simpliciana,NHMSYS0000502171,15,6,21,9,mature
Dichrorampha sylvicolana,NHMSYS0000502172,1,6,31,7,mature
Dichrorampha vancouverana,NHMSYS0020977497,1,6,7,8,mature
Dicycla oo,NBNSYS0000006411,1,6,15,7,mature
Digitivalva perlepidella,NHMSYS0000502176,1,5,30,6,mature
Digitivalva pulicariae,NHMSYS0000502177,1,1,31,12,mature
Diloba caeruleocephala,NBNSYS0000006106,1,9,30,11,mature
Dioryctria abietella,NHMSYS0021143643,1,5,7,10,mature
Dioryctria schuetzeella,NHMSYS0000502183,21,6,31,8,mature
Dioryctria simplicella,NBNSYS0100002848,15,5,30,9,mature
Dioryctria sylvestrella,NHMSYS0001703760,1,6,7,10,mature
Diplodoma laichartingella,NHMSYS0021142185,1,6,31,7,mature
Diplopseustis perieresalis,NHMSYS0001703654,1,4,7,11,mature
Ditula angustiorana,NHMSYS0000502196,1,4,31,10,mature
Diurnea fagella,NHMSYS0021142564,1,3,31,5,mature
Diurnea lipsiella,NHMSYS0021142565,1,10,30,11,mature
Dolicharthria punctalis,NBNSYS0100002874,21,5,30,9,mature
Donacaula forficella,NHMSYS0000502204,15,5,30,9,mature
Donacaula mucronella,NHMSYS0021143786,1,6,7,9,mature
Drepana curvatula,NBNSYS0000005721,15,4,7,9,mature
Drepana falcataria,NBNSYS0000005720,15,4,31,10,mature
Dryadaula pactolia,NBNSYS0100002896,1,3,30,11,mature
Drymonia dodonaea,NHMSYS0021144344,1,4,21,7,mature
Drymonia ruficornis,NHMSYS0000502225,21,3,21,6,mature
Dryobota labecula,MM0001Z1Q00021ZZ,7,1,21,9,mature
Dryobotodes eremita,NBNSYS0000006341,1,8,30,11,mature
Dryobotodes roboris,NHMSYS0021144761,1,9,30,11,mature
Duponchelia fovealis,MM0001Z1D7P511Z1,1,2,31,10,mature
Dypterygia scabriuscula,NBNSYS0000006397,7,5,31,8,mature
Dyscia fagaria,NBNSYS0000006061,15,4,31,8,mature
Dyseriocrania subpurpurella,NHMSYS0021142333,15,3,15,6,mature
Dysgonia algira,NBNSYS0000006565,1,8,30,9,mature
Dysstroma citrata,NBNSYS0000146496,21,5,31,10,mature
Dysstroma citrata citrata,NHMSYS0021143996,21,5,31,10,mature
Dysstroma citrata pythonissata,NHMSYS0021143998,21,5,31,10,mature
Dysstroma truncata,NBNSYS0000146497,15,4,30,11,mature
Dysstroma truncata concinnata,NHMSYS0021143995,1,5,30,11,mature
Dysstroma truncata truncata,NHMSYS0021143993,1,5,30,11,mature
Dystebenna stephensi,NHMSYS0000502243,21,6,30,9,mature
Eana argentana,NHMSYS0000502245,21,6,31,8,mature
Eana incanana,NHMSYS0000502246,1,6,31,8,mature
Eana osseana,NHMSYS0000502247,1,6,31,8,mature
Eana penziana,NHMSYS0000519538,1,5,30,9,mature
Eana penziana colquhounana,NHMSYS0021143050,1,5,30,9,mature
Eana penziana penziana,NHMSYS0021143048,1,6,31,7,mature
Earias clorana,NBNSYS0000006524,7,5,7,9,mature
Earias insulana,NBNSYS0000006526,1,10,21,10,mature
Earophila badiata,NBNSYS0000146502,15,2,15,6,mature
Eccopisa effractella,NBNSYS0100002908,1,7,30,9,mature
Ecliptopera silaceata,NHMSYS0021143991,15,4,30,9,mature
Ectoedemia agrimoniae,NHMSYS0000502262,1,6,30,6,mature
Ectoedemia albifasciella,NHMSYS0000502263,1,6,30,6,mature
Ectoedemia amani,NBNSYS0100002912,1,7,31,8,mature
Ectoedemia angulifasciella,NHMSYS0000502264,1,7,31,7,mature
Ectoedemia arcuatella,NHMSYS0000502265,1,6,31,7,mature
Ectoedemia argyropeza,NHMSYS0000502267,1,5,30,6,mature
Ectoedemia atricollis,NHMSYS0000502268,1,6,30,6,mature
Ectoedemia atrifrontella,NHMSYS0000502269,1,6,31,8,mature
Ectoedemia decentella,NBNSYS0100002913,1,5,7,9,mature
Ectoedemia erythrogenella,NHMSYS0021142150,1,7,31,7,mature
Ectoedemia hannoverella,NHMSYS0001703656,1,5,30,6,mature
Ectoedemia heckfordi,NHMSYS0020668187,1,4,31,5,mature
Ectoedemia heringella,NHMSYS0001703657,21,6,7,8,mature
Ectoedemia heringi,NHMSYS0000502271,1,6,31,7,mature
Ectoedemia intimella,NHMSYS0000502272,1,6,30,6,mature
Ectoedemia longicaudella,NHMSYS0021142145,1,7,31,7,mature
Ectoedemia louisella,NBNSYS0100002914,1,5,31,10,mature
Ectoedemia minimella,NHMSYS0000502274,1,5,30,6,mature
Ectoedemia occultella,NHMSYS0000502275,1,6,31,7,mature
Ectoedemia quinquella,NHMSYS0000502276,1,6,31,7,mature
Ectoedemia rubivora,NHMSYS0000502277,1,6,31,7,mature
Ectoedemia septembrella,NBNSYS0100002915,1,5,7,9,mature
Ectoedemia sericopeza,NBNSYS0100002916,21,4,7,9,mature
Ectoedemia spinosella,NHMSYS0000502278,1,6,30,6,mature
Ectoedemia subbimaculella,NHMSYS0000502279,1,6,31,7,mature
Ectoedemia turbidella,NHMSYS0000502280,1,5,30,6,mature
Ectoedemia weaveri,NBNSYS0100002918,21,5,31,8,mature
Ectropis bistortata/crepuscularia,NHMSYS0020467643,15,2,31,10,mature
Ectropis crepuscularia,NHMSYS0021144249,15,2,31,10,mature
Egira conspicillaris,NBNSYS0000006274,1,4,15,6,mature
Eidophasia messingiella,NHMSYS0000502286,1,6,31,7,mature
Eilema caniola,NHMSYS0021144420,1,6,15,10,mature
Eilema complana,NBNSYS0000006133,15,6,15,9,mature
Eilema depressa,NBNSYS0100002922,1,6,15,10,mature
Eilema griseola,NHMSYS0021144417,1,6,30,9,mature
Eilema lurideola,NBNSYS0000006136,1,6,30,9,mature
Eilema pygmaeola,NBNSYS0000006132,15,6,15,8,mature
Eilema pygmaeola pallifrons,NHMSYS0021144422,15,6,15,8,mature
Eilema pygmaeola pygmaeola,NHMSYS0021144421,15,6,15,8,mature
Eilema sororcula,NBNSYS0000006129,15,4,7,8,mature
Elachista adscitella,NHMSYS0000502292,1,5,31,8,mature
Elachista albidella,NHMSYS0021142311,1,6,31,8,mature
Elachista albifrontella,NHMSYS0021142288,15,5,31,7,mature
Elachista alpinella,NHMSYS0000502294,1,6,30,9,mature
Elachista apicipunctella,NHMSYS0000502295,7,4,15,8,mature
Elachista argentella,NHMSYS0000502296,15,4,7,8,mature
Elachista atricomella,NHMSYS0000502297,1,5,30,9,mature
Elachista bedellella,NHMSYS0000502298,1,5,31,8,mature
Elachista biatomella,NHMSYS0000502299,1,5,31,8,mature
Elachista bisulcella,NHMSYS0021142273,1,5,30,9,mature
Elachista canapennella,NHMSYS0021142292,1,4,30,9,mature
Elachista cinereopunctella,NHMSYS0021142301,1,5,30,6,mature
Elachista cingillella,NHMSYS0000502303,1,5,30,6,mature
Elachista collitella,NHMSYS0021142258,15,5,21,6,mature
Elachista consortella,NHMSYS0021142317,1,3,30,9,mature
Elachista dispunctella,NHMSYS0021142262,1,5,30,9,mature
Elachista eleochariella,NHMSYS0021142305,1,6,7,8,mature
Elachista eskoi,NBNSYS0100002929,21,5,7,7,mature
Elachista freyerella,NHMSYS0021142313,1,4,31,8,mature
Elachista gangabella,NHMSYS0000502308,1,5,30,6,mature
Elachista geminatella,NHMSYS0021142277,1,6,31,8,mature
Elachista gleichenella,NHMSYS0000502309,1,6,31,8,mature
Elachista humilis,NHMSYS0000502310,15,4,15,9,mature
Elachista kilmunella,NHMSYS0000502311,1,5,31,7,mature
Elachista littoricola,NHMSYS0000502312,1,6,30,6,mature
Elachista luticomella,NHMSYS0000502313,1,6,7,8,mature
Elachista maculicerusella,NHMSYS0021142297,1,5,30,9,mature
Elachista nobilella,NHMSYS0001703658,21,5,7,7,mature
Elachista obliquella,NBNSYS0100002933,1,5,31,8,mature
Elachista orstadii,NHMSYS0000502321,1,4,30,6,mature
Elachista poae,NHMSYS0000502323,21,5,31,8,mature
Elachista pomerana,NHMSYS0000502324,1,4,30,9,mature
Elachista regificella,NHMSYS0000502325,1,7,31,7,mature
Elachista rufocinerea,NHMSYS0000502327,1,4,30,6,mature
Elachista scirpi,NHMSYS0021142304,1,6,7,8,mature
Elachista serricornis,NHMSYS0021142302,1,6,31,7,mature
Elachista stabilella,NHMSYS0021142319,15,4,15,9,mature
Elachista subalbidella,NHMSYS0000502328,1,5,31,7,mature
Elachista subnigrella,NHMSYS0000502329,21,4,31,8,mature
Elachista subocellea,NHMSYS0000502330,1,5,31,7,mature
Elachista tengstromi,NHMSYS0021142278,1,7,31,8,mature
Elachista trapeziella,NHMSYS0021142300,21,5,31,7,mature
Elachista triatomea,NHMSYS0000502332,1,6,31,7,mature
Elachista triseriatella,NHMSYS0000502333,1,6,31,7,mature
Elachista unifasciella,NHMSYS0000502334,21,5,30,6,mature
Elachista utonella,NHMSYS0021142306,1,5,7,8,mature
Elaphria venustula,NHMSYS0000502337,7,5,21,8,mature
Electrophaes corylata,NBNSYS0000005853,15,4,7,8,mature
Elegia fallax,NHMSYS0001703659,1,4,30,4,mature
Elegia similella,NBNSYS0100002945,21,5,15,8,mature
Elophila nymphaeata,NHMSYS0000502346,21,5,30,9,mature
Elophila rivulalis,NHMSYS0021297294,21,5,7,8,mature
Ematurga atomaria,NBNSYS0000006044,21,3,7,8,mature
Emmelina argoteles,NHMSYS0020732915,1,5,31,10,mature
Emmelina monodactyla,NHMSYS0000502352,1,1,31,12,mature
Enargia paleacea,NHMSYS0021144744,21,6,15,10,mature
Enarmonia formosana,NHMSYS0000502357,1,5,30,9,mature
Endothenia ericetana,NHMSYS0000502360,1,6,30,9,mature
Endothenia gentianaeana,NHMSYS0021143202,1,5,7,9,mature
Endothenia marginana,NHMSYS0000502363,1,5,7,9,mature
Endothenia nigricostana,NHMSYS0000502364,21,5,31,7,mature
Endothenia oblongana,NHMSYS0000502365,1,5,7,9,mature
Endothenia pullana,NHMSYS0000502366,21,5,31,7,mature
Endothenia quadrimaculana,NHMSYS0000502367,1,6,30,9,mature
Endothenia ustulana,NHMSYS0000502369,1,5,31,8,mature
Endotricha flammealis,NHMSYS0021143701,15,6,31,10,mature
Endromis versicolora,NBNSYS0000005716,21,3,21,5,mature
Endrosis sarcitrella,NHMSYS0000502375,1,1,31,12,mature
Ennomos alniaria,NBNSYS0000006004,15,6,31,10,mature
Ennomos autumnaria,NBNSYS0000006002,1,8,7,10,mature
Ennomos erosaria,NHMSYS0021144194,21,6,21,10,mature
Ennomos fuscantaria,NBNSYS0000006005,7,7,31,10,mature
Ennomos quercinaria,NBNSYS0000006003,21,6,21,10,mature
Entephria caesiata,NHMSYS0021143952,1,6,7,10,mature
Entephria caesiata hethlandicaria,NHMSYS0021143953,1,6,7,10,mature
Entephria flavicinctata,NHMSYS0000519698,7,5,21,10,mature
Entephria flavicinctata flavicinctata,NHMSYS0021143950,7,5,21,10,mature
Entephria flavicinctata ruficinctata,NHMSYS0021143951,7,5,21,10,mature
Enteucha acetosae,NBNSYS0100003017,1,4,31,7,mature
Epagoge grotiana,NHMSYS0000502388,1,5,31,8,mature
Epermenia aequidentellus,NHMSYS0000502390,1,6,31,10,mature
Epermenia chaerophyllella,NHMSYS0000502391,1,1,31,12,mature
Epermenia falciformis,NBNSYS0100003026,1,6,30,9,mature
Epermenia farreni,NHMSYS0021142972,1,6,31,7,mature
Epermenia insecurella,NHMSYS0000502393,1,5,31,8,mature
Epermenia profugella,NBNSYS0100003028,1,7,31,8,mature
Ephestia elutella,NHMSYS0000502398,1,4,7,9,mature
Ephestia kuehniella,NHMSYS0000502400,1,2,31,12,mature
Ephestia woodiella,NHMSYS0021143679,15,4,15,9,mature
Epiblema cirsiana,NHMSYS0000502403,1,5,31,7,mature
Epiblema cnicicolana,NHMSYS0000502404,15,5,30,6,mature
Epiblema costipunctana,NHMSYS0000502405,1,5,31,8,mature
Epiblema foenella,NHMSYS0000502408,21,6,30,9,mature
Epiblema grandaevana,NHMSYS0000502409,1,6,31,7,mature
Epiblema scutulana,NHMSYS0021143304,,,31,8,mature
Epiblema sticticana,NBNSYS0100003031,1,5,31,8,mature
Epiblema turbidana,NHMSYS0000502418,21,6,31,7,mature
Epicallima formosella,NBNSYS0100003032,1,7,31,7,mature
Epichnopterix plumella,NBNSYS0100003033,1,5,30,6,mature
Epichoristodes acerbella,NHMSYS0000502426,26,7,26,7,mature
Epinotia abbreviana,NHMSYS0000502428,1,6,30,9,mature
Epinotia bilunana,NHMSYS0000502429,21,5,31,8,mature
Epinotia brunnichana,NHMSYS0000502430,1,7,7,10,mature
Epinotia caprana,NHMSYS0000502431,21,7,31,10,mature
Epinotia cinereana,NHMSYS0021143277,1,7,30,9,mature
Epinotia crenana,NHMSYS0021143266,1,5,31,7,mature
Epinotia cruciana,NHMSYS0000502433,1,5,31,8,mature
Epinotia demarniana,NHMSYS0000502434,21,5,31,7,mature
Epinotia fraternana,NHMSYS0000502435,1,5,15,8,mature
Epinotia granitana,NHMSYS0021143264,1,5,30,6,mature
Epinotia immundana,NHMSYS0000502436,1,4,30,9,mature
Epinotia maculana,NHMSYS0000502437,1,8,31,10,mature
Epinotia mercuriana,NHMSYS0000502438,1,7,30,9,mature
Epinotia nanana,NHMSYS0000502439,1,6,31,8,mature
Epinotia nemorivaga,NHMSYS0000502440,1,6,31,7,mature
Epinotia nigricana,NHMSYS0000502441,21,6,31,7,mature
Epinotia nisella,NHMSYS0000502442,1,6,30,11,mature
Epinotia pygmaeana,NHMSYS0021143267,21,3,7,6,mature
Epinotia ramella,NHMSYS0000502445,1,7,31,10,mature
Epinotia rubiginosana,NHMSYS0000502447,21,5,31,7,mature
Epinotia signatana,NHMSYS0000502448,1,6,31,7,mature
Epinotia solandriana,NHMSYS0000502449,1,7,7,9,mature
Epinotia sordidana,NHMSYS0021143253,1,8,31,10,mature
Epinotia subocellana,NHMSYS0000502452,1,5,31,7,mature
Epinotia subsequana,NHMSYS0000502453,1,4,31,5,mature
Epinotia tedella,NHMSYS0000502454,1,5,31,8,mature
Epinotia tenerana,NHMSYS0021143268,1,6,7,10,mature
Epinotia tetraquetrana,NHMSYS0000502456,1,4,30,6,mature
Epinotia trigonella,NHMSYS0000502457,1,8,30,9,mature
Epione repandaria,NBNSYS0000005998,7,6,15,10,mature
Epione vespertaria,NBNSYS0100003050,15,6,21,8,mature
Epiphyas postvittana,NHMSYS0000502462,1,1,31,12,mature
Epirrhoe alternata,NHMSYS0000519763,1,4,30,9,mature
Epirrhoe alternata alternata,NHMSYS0021143933,15,4,30,9,mature
Epirrhoe alternata obscurata,NHMSYS0021143937,15,4,30,9,mature
Epirrhoe galiata,NHMSYS0021143939,1,5,30,9,mature
Epirrhoe rivata,NHMSYS0021143938,1,4,15,9,mature
Epirrhoe tristata,NBNSYS0000005815,1,4,7,9,mature
Epirrita autumnata,NBNSYS0000005877,21,8,7,12,mature
Epirrita christyi,NBNSYS0000005876,15,9,7,12,mature
Epirrita dilutata,NHMSYS0021144014,1,9,15,12,mature
Epirrita dilutata agg.,NHMSYS0001703669,21,8,15,12,mature
Epirrita filigrammaria,NHMSYS0021144016,15,8,31,10,mature
Epischnia asteris,NHMSYS0021143649,1,6,30,9,mature
Erannis defoliaria,NBNSYS0000006026,15,4,1,9,mature
Eremobia ochroleuca,NHMSYS0021144609,21,6,7,9,mature
Eriocrania cicatricella,NBNSYS0100003067,1,4,30,4,mature
Eriocrania salopiella,NHMSYS0000502485,1,4,31,5,mature
Eriocrania sangii,NHMSYS0000502486,1,3,30,4,mature
Eriocrania semipurpurella,NHMSYS0000502487,1,3,30,4,mature
Eriocrania sparrmannella,NHMSYS0000502488,1,4,31,5,mature
Eriocrania unimaculella,NHMSYS0000502490,1,3,30,4,mature
Eriogaster lanestris,NBNSYS0000005702,21,2,7,5,mature
Eriopsela quadrana,NHMSYS0021143241,21,4,7,6,mature
Eriopygodes imbecilla,NBNSYS0000006268,15,6,15,7,mature
Esperia sulphurella,NHMSYS0000502500,15,3,15,7,mature
Ethmia bipunctella,NBNSYS0000026224,1,5,30,9,mature
Ethmia dodecea,NBNSYS0000026222,1,5,31,8,mature
Ethmia pusiella,NBNSYS0000026225,1,6,31,8,mature
Ethmia pyrausta,NHMSYS0000502505,21,4,30,6,mature
Ethmia quadrillella,NBNSYS0100003084,1,5,31,8,mature
Ethmia terminella,NBNSYS0000026221,1,6,7,7,mature
Etiella zinckenella,NHMSYS0000502507,21,7,31,10,mature
Eublemma minutata,NBNSYS0000006515,1,5,31,8,mature
Eublemma ostrina,NHMSYS0021144443,21,1,21,12,mature
Eublemma parva,NHMSYS0021144444,21,5,31,10,mature
Eublemma purpurina,NHMSYS0001703670,15,6,15,10,mature
Eucarta virgo,NHMSYS0020758196,21,6,21,7,mature
Euchalcia variabilis,NBNSYS0000006543,1,6,31,8,mature
Euchoeca nebulata,NBNSYS0000005965,1,5,7,9,mature
Euchromius ocellea,NHMSYS0000502522,1,1,31,12,mature
Euchromius ramburiellus,NHMSYS0021162639,1,10,31,10,mature
Euclemensia woodiella,NHMSYS0000502524,1,6,30,6,mature
Euclidia glyphica,MM0001Z100DH5JN1,15,4,21,7,mature
Euclidia mi,NHMSYS0021144454,15,4,15,7,mature
Eucosma aemulana,NHMSYS0000502528,1,7,31,8,mature
Eucosma aspidiscana,NHMSYS0021143295,21,4,30,6,mature
Eucosma campoliliana,NHMSYS0021143289,15,5,7,9,mature
Eucosma cana,NHMSYS0000502531,21,5,15,9,mature
Eucosma conterminana,NHMSYS0000502533,15,5,7,9,mature
Eucosma fulvana,NBNSYS0000100586,21,5,7,8,mature
Eucosma hohenwartiana,NHMSYS0021143287,15,5,31,8,mature
Eucosma lacteana,NBNSYS0100003090,1,7,31,8,mature
Eucosma metzneriana,NHMSYS0000502538,1,5,31,7,mature
Eucosma obumbratana,NHMSYS0000502539,15,6,31,8,mature
Eucosma parvulana,NHMSYS0001703660,1,6,31,7,mature
Eucosma pupillana,NHMSYS0000502541,1,6,31,8,mature
Eucosma rubescana,NHMSYS0021143292,1,6,31,7,mature
Eucosma tripoliana,NHMSYS0000502542,1,7,30,9,mature
Eucosmomorpha albersana,NHMSYS0021143223,1,5,30,6,mature
Eudarcia richardsoni,NHMSYS0000502546,1,6,31,7,mature
Eudemis porphyrana,NHMSYS0021143150,1,7,31,8,mature
Eudemis profundana,NHMSYS0021143153,1,6,7,9,mature
Eudonia alpina,NHMSYS0000502551,15,5,31,7,mature
Eudonia angustea,NHMSYS0000502552,1,3,30,11,mature
Eudonia delunella,NHMSYS0000502553,1,6,31,8,mature
Eudonia lacustrata,NBNSYS0000147089,1,5,15,10,mature
Eudonia lineola,NHMSYS0000502555,21,6,7,9,mature
Eudonia mercurella,NHMSYS0000502556,15,4,15,10,mature
Eudonia murana,NHMSYS0000502557,15,5,15,9,mature
Eudonia pallida,NHMSYS0000502558,1,5,30,9,mature
Eudonia truncicolella,NHMSYS0000502560,15,6,15,10,mature
Eugnorisma depuncta,NBNSYS0000006189,1,7,21,9,mature
Eugnorisma glareosa,NHMSYS0000502566,1,8,31,10,mature
Euhyponomeuta stannella,NHMSYS0021142461,1,6,31,7,mature
Eulia ministrana,NHMSYS0000502580,1,5,7,7,mature
Eulithis mellinata,NBNSYS0000005837,1,6,15,9,mature
Eulithis populata,NBNSYS0000005836,1,6,7,10,mature
Eulithis prunata,NBNSYS0000005834,7,5,15,9,mature
Eulithis testata,NBNSYS0000005835,21,6,7,10,mature
Euphyia biangulata,NBNSYS0000005873,1,5,15,9,mature
Euphyia unangulata,NBNSYS0000005874,1,4,15,9,mature
Eupithecia abbreviata,NBNSYS0000005940,1,2,30,6,mature
Eupithecia abietaria,NBNSYS0000005897,7,5,15,8,mature
Eupithecia absinthiata,NBNSYS0000005918,21,4,15,9,mature
Eupithecia assimilata,NBNSYS0000005920,1,4,15,9,mature
Eupithecia centaureata,NHMSYS0021144104,15,4,30,9,mature
Eupithecia denotata,NHMSYS0000520028,15,5,15,8,mature
Eupithecia denotata denotata,NHMSYS0021144126,15,5,15,8,mature
Eupithecia distinctaria,NHMSYS0000520033,21,5,21,8,mature
Eupithecia dodoneata,NHMSYS0021144087,15,3,21,7,mature
Eupithecia egenaria,NHMSYS0000502597,1,5,15,7,mature
Eupithecia exiguata,NHMSYS0021144124,1,4,31,7,mature
Eupithecia expallidata,NBNSYS0000005921,15,5,7,9,mature
Eupithecia extensaria,NHMSYS0000520043,1,6,7,7,mature
Eupithecia extensaria extensaria,NHMSYS0021144115,1,6,7,7,mature
Eupithecia extensaria occidua,NHMSYS0021144116,1,6,7,7,mature
Eupithecia haworthiata,NHMSYS0000502600,21,5,31,8,mature
Eupithecia icterata,NBNSYS0000005926,15,5,21,9,mature
Eupithecia indigata,NHMSYS0021144101,7,4,15,7,mature
Eupithecia innotata,NBNSYS0000005936,21,4,30,9,mature
Eupithecia insigniata,NHMSYS0000502605,15,4,7,6,mature
Eupithecia intricata,NBNSYS0000005912,21,4,7,8,mature
Eupithecia intricata hibernica,NHMSYS0021144111,21,4,7,8,mature
Eupithecia intricata intricata,NHMSYS0021144107,21,4,7,8,mature
Eupithecia inturbata,NHMSYS0021144075,1,5,7,9,mature
Eupithecia irriguata,NHMSYS0021144100,21,3,7,6,mature
Eupithecia lariciata,NHMSYS0021144095,1,4,15,9,mature
Eupithecia linariata,NHMSYS0021144079,1,5,30,9,mature
Eupithecia massiliata,NHMSYS0001703671,1,4,15,4,mature
Eupithecia millefoliata,NHMSYS0000502610,15,5,15,8,mature
Eupithecia nanata,NHMSYS0021144098,1,4,30,9,mature
Eupithecia phoeniceata,NBNSYS0000005943,1,7,31,10,mature
Eupithecia pimpinellata,NHMSYS0021144097,21,5,31,8,mature
Eupithecia plumbeolata,NBNSYS0000005896,1,5,21,7,mature
Eupithecia pulchellata,NHMSYS0000550501,15,4,7,9,mature
Eupithecia pusillata,NHMSYS0021144088,15,5,15,10,mature
Eupithecia pygmaeata,NHMSYS0021144081,21,4,31,8,mature
Eupithecia satyrata,NBNSYS0000005916,15,4,7,8,mature
Eupithecia satyrata curzoni,NHMSYS0021144114,15,4,7,8,mature
Eupithecia satyrata satyrata,NHMSYS0021144112,15,4,7,8,mature
Eupithecia simpliciata,NBNSYS0000005930,21,5,31,8,mature
Eupithecia sinuosaria,NBNSYS0000005231,1,6,31,8,mature
Eupithecia subfuscata,NBNSYS0000005925,15,4,31,8,mature
Eupithecia subumbrata,NHMSYS0021144131,7,5,15,8,mature
Eupithecia succenturiata,NBNSYS0000005927,21,5,30,9,mature
Eupithecia tantillaria,NBNSYS0000005945,15,4,21,8,mature
Eupithecia tenuiata,NHMSYS0021144074,7,5,7,9,mature
Eupithecia tripunctaria,NHMSYS0000502622,1,4,7,10,mature
Eupithecia trisignaria,NHMSYS0000502623,1,5,31,8,mature
Eupithecia ultimaria,NBNSYS0000033137,1,5,21,10,mature
